".id","id","citation_id","site_id","treatment_id","name","date","time","cultivar_id","specie_id","mean","statname","stat","n","vname","month","lon","lat","control","greenhouse","mean_unconverted","stat_unconverted"
"c2n_leaf",24345,97,441,129,"Unfertilized",2000-10-15 00:00:00,"00:00:00",NA,2860,18.9723320158103,NA,NA,NA,"leafN",10,-95.78,47.9,TRUE,NA,2.53,NA
"c2n_leaf",24346,97,441,129,"Unfertilized",2001-10-15 00:00:00,"00:00:00",NA,2860,18.9723320158103,NA,NA,NA,"leafN",10,-95.78,47.9,TRUE,NA,2.53,NA
"c2n_leaf",24347,97,441,130,"Fertilization_N50",1999-10-15 00:00:00,"00:00:00",NA,2860,12.972972972973,NA,NA,NA,"leafN",10,-95.78,47.9,FALSE,NA,3.7,NA
"c2n_leaf",24348,97,441,130,"Fertilization_N50",2000-10-15 00:00:00,"00:00:00",NA,2860,15.1419558359621,NA,NA,NA,"leafN",10,-95.78,47.9,FALSE,NA,3.17,NA
"c2n_leaf",24349,97,441,130,"Fertilization_N50",2001-10-15 00:00:00,"00:00:00",NA,2860,17.0212765957447,NA,NA,NA,"leafN",10,-95.78,47.9,FALSE,NA,2.82,NA
"c2n_leaf",24350,97,441,131,"Fertilization_N50",1999-10-15 00:00:00,"00:00:00",NA,2860,12.9380053908356,NA,NA,NA,"leafN",10,-95.78,47.9,FALSE,NA,3.71,NA
"c2n_leaf",24342,76,407,57,"Observational",1972-06-15 00:00:00,"00:00:00",NA,2864,21.2389380530973,NA,NA,NA,"leafN",6,-76.37,41.29,TRUE,NA,2.26,NA
"c2n_leaf",24343,76,407,57,"Observational",1975-06-15 00:00:00,"00:00:00",NA,2864,26.9662921348315,NA,NA,NA,"leafN",6,-76.37,41.29,TRUE,NA,1.78,NA
"c2n_leaf",24351,97,441,131,"Fertilization_N50",2000-10-15 00:00:00,"00:00:00",NA,2860,15.0470219435737,NA,NA,NA,"leafN",10,-95.78,47.9,FALSE,NA,3.19,NA
"c2n_leaf",24352,97,441,131,"Fertilization_N50",2001-10-15 00:00:00,"00:00:00",NA,2860,17.4545454545455,NA,NA,NA,"leafN",10,-95.78,47.9,FALSE,NA,2.75,NA
"c2n_leaf",24354,102,445,88,"Observational",1995-06-15 00:00:00,"00:00:00",251,2862,25.9459459459459,NA,NA,NA,"leafN",6,13.22,52.14,TRUE,NA,1.85,NA
"c2n_leaf",24356,102,445,88,"Observational",1995-06-15 00:00:00,"00:00:00",252,2877,24.6153846153846,NA,NA,NA,"leafN",6,13.22,52.14,TRUE,NA,1.95,NA
"c2n_leaf",24357,102,445,88,"Observational",1995-06-15 00:00:00,"00:00:00",253,2877,20.6896551724138,NA,NA,NA,"leafN",6,13.22,52.14,TRUE,NA,2.32,NA
